Período,Sección,Ciclo,Edad,Estatura (cm),Peso (kg),Signo del zodiaco,Sexo,Carrera,Tiempo de reacción,Juega videojuegos,Hace deporte,Color favorito,Talla de zapato,Talla de polo,Sistema operativo,Fecha de nacimiento,Indicaciones,,
2022-2,8.01,3,18,165,,Escorpio,M,Ing. Electrónica,481,Si,No,Azul,42,S,Windows,11/21/2003,TRUE,,
2022-2,15.01,2,17,176,61,Escorpio,M,Ing. Industrial,232,Si,Si,Naranja,42,S,Windows,11/16/2004,TRUE,,
2022-2,6,3,19,173,60,Sagitario,M,Ing. Industrial,400,No,No,Azul,41,L,Windows,12/10/2002,TRUE,,
2022-2,3.01,4,19,147,50,Capricornio,F,Ing. Ambiental,357,No,Si,Negro,35,S,Windows,12/24/2002,TRUE,,
2022-2,8.01,6,22,172,80,Aries,M,Ing. Electónica,,Si,No,Verde,42,L,Windows,03/23/2000,TRUE,,
2022-2,5.01,3,18,163,56,Aries,M,Ing. Mecatrónica,408,No,No,Morado,39,M,Windows,04/15/2004,TRUE,,
2022-2,4.01,3,18,1.46,49,Tauro,F,Ing. Industrial,277,No,Si,Guinda,35,S,Windows,04/05/2004,TRUE,,
2021-1,11.1,3,18,173,60,Capricorinio,M,Ing. Industrial,395,Sí,Sí,Azul,42,L,Windows,05/01/2004,TRUE,,
2022-2,,3,19,155,,Acuario ,F,Ing.Ambiental ,,No,SI,Azul ,39,M,Windows,04/02/2003,TRUE,,
2022-2,8.01,2,18,1.55,54,virgo,F,Ing. Industrial,358,No,Si,Negro,37,S,Windows,05/09/2003,TRUE,,
2022-2,8.01,4,19,1.55,52,Aries,F,Ing. Ambiental,285,No,Si,Turquesa,37,S,Windows,03/31/2003,TRUE,,
2022-2,8.01,3,19,1.67,60,Aries,M,Ing. Mecatronica,286,Si,Si,Azul,39,M,Windows,03/31/2003,TRUE,,
2022-2,11.1,3,19,,,Cancer,,Ing.Electronica,125,No,No,Morado,40,L,Windows,,FALSE,,
2022-2,8.01,6,22,170,68,Leo,M,Ing.Quimica,350,Si,Si,Negro,42,M,Windows,07/25/2000,TRUE,,
2022-2,8.01,8,20,169,70,Piscis,F,Ciencia de la Computación,386,Si,No,Negro,39,L,Windows,03/16/2002,FALSE,,
2022-2,3.01,4,18,176,68,Libra,M,Ing. Mecatrónica,245,Si,Si,Azul,42,M,Windows,09/24/2003,FALSE,,
2022-2,12.01,3,19,173,,Virgo,M,Bioingeniería,,SI,Si,Rojo,42,M,Windows,,FALSE,,
2022-2,4.01,2,17,180,66,Escorpio,M,Ing. Mecánica,301,No,Si,Azul,42,M,Windows,11/08/2004,TRUE,,
2022-2,11.01,3,21,165,54,Geminis ,F,Ing. Química,295,No,Si,Amarillo,38,,Windows,05/27/2001,FALSE,,
2022-2,5.01,5,19,174,70,Tauro,M,Ing.Mecatronica,264,Si,Si,Cyan,39,S,Windows,04/28/2003,TRUE,,
2022-2,15,2,18,1.7,67,Cancer,M,Ciencia de la Computación,260,Si,No,Verde,41,M,Windows,07/22/2004,TRUE,,
2022-2,11.01,3,19,164,61,Aries,F,Ing. Química,255,No,Si,Turquesa,38,S,Windows,04/06/2003,TRUE,,
2022-2,5.01,5,20,177,90,Virgo,M,Ing Mecatronica ,,Si,Si,Azul,42,L,Windows,09/22/2001,TRUE,,
2022-2,5.01,8,21,162,52,Cancer,F,Bioingenieria,245,No,Si,Rojo,37,S,Windows,07/17/2001,TRUE,,
2022-2,5.01,6,20,175,92,Tauro,M,Ing. Ambiental,244,Si,Si,Negro,41,L,Windows,,TRUE,,
2022-2,5.01,6,19,181,72,Virgo,M,Ing. Civil,360,No,No,Negro,43,L,Windows,09/12/2002,TRUE,,
2022-2,5.01,3,22,168,65,Libra,M,Ing. Mecátronica,205,SI,SI,Azul,41,M,Windows,01/10/1999,FALSE,,
2022-2,5.01,3,18,155,45,Geminis ,F,Bioingenieria,,No,Si,Celeste,36,S,Windows,03/06/2004,TRUE,,
2022-2,9.01,3,19,166,68,Aries,M,Ing. Industrial,243,Si,si,Negro,40,M,Windows,02/04/2003,TRUE,,
2022-2,4.01,3,18,166,55,Sagitario,M,Ing. Mecatrónica,273,No,No,Amarillo,40,M,Windows,12/20/2003,TRUE,,
2022-2,8.01,5,20,182,64,Acuario ,M,Ingenieria electrónica,255,SI,SI,Azul,43,M,Windows,01/22/2002,TRUE,,
2022-2,4.01,3,17,155,60,Libra ,F,Ing. Civil ,603.4,No,No,negro,36,S,Windows,09/27/2004,TRUE,,
2022-2,12.01,3,20,156,50,Leo,F,Ing. Industrial,297.8,No,No,Rosado,36,S,Windows,08/22/2002,TRUE,,
2022-2,5.01,3,21,1.58,60,Piscis,F,Ing. Industrial,298,no,Si,Azul,37,S,Windows,01/03/2001,FALSE,,
2022-2,4.01,3,17,167,69,Sagitario,M,Ing. Civil,302,No,No,Negro,42,M,Windows,12/17/2004,TRUE,,
2022-2,12,3,18,152,46,Cancer,F,Ing Química,,Sí,Sí,Verde,36,S,Windows,06/07/2004,FALSE,,
2022-2,8,3,18,185,85,Escorpio,M,Ing. Industrial,375,Si,Si,Verde,43,XL,Windows,06/08/2004,TRUE,,
2022-2,12.01,3,20,171,61,libra,M,Ing. Civil,,,,,,,,,FALSE,,
2022-2,8.01,6,21,154,53,Aries,F,Bioingenieria,347,No,No,Verde,35,S,Windows,03/25/2001,TRUE,,
2022-2,9.01,3,19,155,55,Piscis,F,Ing.Industrial,278.4,No,Si,Azul,35,S,Windows,11/03/2003,TRUE,,
2022-2,8.01,3,19,184,72,Acuario ,M,Ciencia de la Computación,185,No,Si,Azul,45,XL,Windows,10/02/2003,TRUE,,
2022-2,16.01,3,20,160,55,Aries,M,Ciencia de la Computación,294,no,no,gris,40,XL,Windows,03/27/2002,TRUE,,
2022-2,11.01,3,18,168,60,Sagitario,M,Ing. Mecatronica,236,Sí,No,Naranja,42,M,Windows,11/12/2003,TRUE,,
2022-2,3.01,3,19,170,60,Sagitario,F,Bioingenieria,69,no,no,Celeste,36,M,Windows,10/12/2002,TRUE,,
2022-2,11.01,3,19,165,56,Piscis,F,Ing. Ambiental,110,SI,SI,Blanco,36,M,Windows,10/03/2003,TRUE,,
2022-2,8.01,3,19,154,52,Tauro,F,Ing. Ambiental,,No,Si,Azul,36,S,Windows,03/05/2003,TRUE,,
2022-2,5.01,3,18,165,55,Piscis,M,Bioingenieria,200,Sí,Sí,Celeste,41,S,Windows,12/03/2004,TRUE,,
2022-2,13.01,2,18,164,62,Aries,M,Ing. Mecánica,240,Sí,Sí,Blanco,41,S,Windows,07/04/2004,TRUE,,
2022-2,8.01,5,19,173,72,Virgo,M,Ing. Mecanica,300,Si,Si,Azul,43,L,Windows,10/09/2002,TRUE,,
2022-2,8.01,3,17,159,63,Virgo,M,Ing. Electrónica,306.6,Sí,No,Verde,41,S,Windows,09/21/2004,TRUE,,
2022-2,6.01,4,21,150,60,Acuario ,F,Bioingenieria,384,Sí,,,,,,,FALSE,,
2021-2,3.01,3,20,166,67,leo,M,ing.química ,342,si,si,negro,38,M,Windows,,TRUE,,
2021-2,4.01,3,18,175,65,Tauro,M,Ing. Industrial,376,si,no,Turquesa,43,L,Windows,,TRUE,,
2022-2,4.01,3,18,157,,,M,ingenieria industrial,273,no,no,,37,S,Windows,01/07/2004,TRUE,,
2022-2,5.01,3,18,171,65,sagitario,M,ing. Electrónica,282,no,no,azul,42,M,Windows,12/12/2003,TRUE,,
2022-2,5.01,4,18,172,63,escorpio,M,Ciencia de la Computación,263.29,si,no,verde,42,S,Windows,11/15/2003,TRUE,,
,5.01,4,19,170,68,Tauro,M,Ing. Mecatrónica,308.6,No,No,Azul,38,L,Windows,05/06/2003,TRUE,,
2022-2,6.01,5,19,158,49,Acuario,F,Ing. Química,254,no,no,guinda,38,S,Windows,02/14/2003,TRUE,,
2022-2,11.01,3,22,149,54,Virgo,F,Ing. Ambiental,287,No,Si,lila,35,S,Windows,06/09/1999,TRUE,,
2022-1,12.01,4,18,178,65,Tauro,M,Ciencia de la Computación,230,Sí,Sí,Verde,42,M,Windows,03/05/2004,TRUE,,
2022-2,8.01,4,18,178,76,Piscis,M,Ing. Mecatrónica,347,Sí,Sí,Rojo,44,M,Windows,03/02/2004,TRUE,,
2022-2,6,3,20,159,58,Capricornio,F,Bioingeniería,273,No,Sí,Morado,38,M,Windows,01/15/2002,TRUE,,
2022-2,11.01,3,19,161,63,Capricornio,F,Ing. Ambiental,278,No,No,Azul,39,L,Windows,05/01/2003,TRUE,,
2022-2,9,3,34,176,88,Leo,M,Ing. Energía,227,Sí,Sí,Negro,42,L,Windows,07/24/1998,TRUE,,
2022-2,4.01,3,17,1.5,43,capricornio,M,Ing.Electronica,1120,SI,SI,rosa pastel,35,M ó S,Windows,05/01/2005,TRUE,,
2022-2,5.01,3,25,169,78,Piscis,M,Ing.Mecatronica,274,No,Si,Lavanda,42,M,Windows,03/15/1997,TRUE,,
2022-2,3,4,19,,,Virgo,M,CS,223,SI,NO,Naranja,43,,Windows,,FALSE,,
2022-2,11.01,3,18,170,55,Cancer,M,Ing. de la Energía,258,Sí,Sí,Negro,43,M,Windows,07/19/2004,TRUE,,
2022-2,3.01,3,19,1.64,80,Acuario,M,Ing. Mecatrónica,261,Sí,No,Rojo,42,L,Windows,01/28/03,TRUE,,
2022-2,3.01,4,18,1.75,88,escorpio,M,CS,210,Si,No,Azul,43,L,Windows,11/07/2003,FALSE,,
2022-2,3.01,3,18,172,72,Acuario,M,Ing Mecatronica ,281,Sí,Sí,Azul,42,L,Windows,12/02/2004,TRUE,,
2022-2,3.01,6,19,191,83,Libra,M,Ing Mecatronica ,135,SI,SI,Navy,44.5,M,Windows,07/10/2002,TRUE,,
2022-2,3.01,3,18,184,77,Virgo,M,Ingeneria de Energia,225,Si,Si,Verde,43,L,Windows,06/09/2003,TRUE,,
2022-2,3.01,3,19,157,66,Virgo,F,CS,213,no,si,Verde,39,M,Windows,05/09/2002,TRUE,,
2022-2,3.01,3,19,169,76,Leo,M,Ingeniería Civil,332,Sí,No,Azul Marino,42,L,Windows,08/15/2003,TRUE,,
2022-2,3.01,6,19,176,79,Geminis,M,CS,,SÍ,Sí,Azul,43,L,Windows,11/06/2003,TRUE,,
2022-2,3.01,3,20,150,49,Geminis ,F,Ing.Quimica,284,Si,Si,Celeste,38,S,Windows,,TRUE,,
2022-2,3.01,3,18,170,73,Virgo,M,Computer Science,250,Sí,No,Rojo,41,L,Mac OS,08/09/2003,TRUE,,
2022-2,3.01,5,21,177,78,Geminis,M,Ing. Energía,273,Sí,Sí,Azul,44,L,Windows,,TRUE,,
2022-2,9.01,2,17,168,58,Piscis,M,Ing. Industrial,266,Sí,Sí,Negro,38,S,Windows,10/03/2005,TRUE,,
2022-2,5.01,3,19,180,67,Leo,M,Ing. Mecatrónica,406,Sí,No,Azul,42,L,Windows,07/23/2003,TRUE,,
2022-2,4.01,4,18,1.54,53,Cáncer ,F,Ingeniería Civil ,284,No,No,Morado,33,S,Mac OS,06/30/2004,TRUE,,
2022-2,8.01,3,20,153,54,Escorpio,F,Ing. Industrial,293,No,No,Azul,38,S,Windows,11/22/2001,TRUE,,
2022-2,8.01,3,19,1.61,49,Libra,F,Computer Science,366,No,Si,Lila,39,S,Windows,12/10/2002,TRUE,,
2022-2,13,2,27,165,75,,M,Ingeniería Industrial,270,No,No,Marrón,42,L,Windows,02/10/1994,TRUE,,
2022-2,5.01,3,19,1.68,59,Libra,M,Ingenieria electrónica,399,SI,SI,Amarillo,41.5,S,Windows,10/10/2002,TRUE,,
2022-2,6.01,4,18,1.7,60,Acuario,M,Ingeniería Mecatrónica,287,si,no,Rojo,40,M,Windows,02/19/2004,TRUE,,
2022-2,5.01,3,20,154,50,Tauro,F,Bioingeniería,302,SÍ,No,Rojo,35,S,Windows,04/30/2002,TRUE,,
2022-2,13.01,3,18,170,60,Cancer,M,Ingenieria Mecatronica,268,Sí,Sí,Negro,40,L,Windows,02/19/2004,TRUE,,
2022-2,8.01,4,19,1.55,50,sagitario,F,Ingeniería Civil,370,No,Sí,Morado,37,S,Windows,,TRUE,,
2022-2,8.01,3,21,1.57,55,Leo,F,Ingenieria Ambiental,1601,No,No,Lila,37,S,Windows,08/19/2001,TRUE,,
2022-2,13.01,3,18,159,62,Pisis,M,Ing. Mecatronica,301,Si,Si,Verde,40,M,Windows,02/23/2004,TRUE,,
2022-2,5.01,3,18,170,60,Tauro,M,Ingeniería Electrónica,346,No,Sí,Negro,39,M,Windows,10/05/2004,TRUE,,
2022-2,6.01,3,19,1.55,59,aries,F ,Ing.Industrial,,NO,NO,Purpura ,36,S,Windows ,,TRUE,,
2022-2,6.01,6,21,1.75,68,Cancer,M,Computer Science,229,Si,Si,Negro,40,M,Windows,04/07/2001,TRUE,,
2022-2,6.01,3,21,1.56,50,Capricornio,F,Ing. Industrial,408,NO,SI,Morado,36,S,Windows,12/24/2000,TRUE,,
2022-2,6.01,4,18,1.68,72,Acuario,M,Ciencias de la Computación,273,Si,Si,Negro,42,L,Windows,01/29/2004,TRUE,,
2022-2,6.01,4,17,1.61,,Escorpio,M,Ciencia de datos,321,No,No,naranja,39,S,Windows,06/11/2004,TRUE,,
2022-2,6.01,3,21,1.61,55,Cáncer,F,Bioingeniería,401,NO,NO,Negro,38,,Windows,07/17/2001,TRUE,,
2022-2,6.01,5,21,1.72,75,Geminis,M,Ingenieria Mecatronica,212,No,Si,Azul,44,M,Windows,06/13/2001,TRUE,,
2022-2,6,4,19,1.7,75,Escorpio,M,Ingenieria Civil,236,NO,SI,AZUL,40,M,Windows,11/16/2002,TRUE,,
2022-2,6,3,18,1.73,90,Capricornio,M,Bioingenieria,422,NO,SI,Azul,44,L,Windows,12/25/2003,TRUE,,
2022-2,5.01,4,18,167,60,Sagitario,M,Ingeniería Civíl,232,Sí,No,Azul,40.5,,Windows,12/15/2003,TRUE,,
2022-2,6.01,3,18,1.69,80,Escorpio,F,Ingeniería industrial,265,si,si,Blanco,43,M,Windows,10/11/2003,TRUE,,
2022-2,6.01,4,19,186,94,Tauro,M,Bioingenieria ,256,no,si,negro,45,M,Mac OS,04/30/2003,FALSE,,
2022-2,6,6,20,1.78,66,Leo,M,Ingeniería Química,290,Sí,Sí,Azul,40,L,Windows,05/08/2002,TRUE,,
2022-2,9,4,23,180,79,Sagitario,M,Ingeniería Química,234,si,si,Azul,43,M,Windows,01/12/1998,TRUE,,
2022-2,6.01,4,18,178,75,Aries,M,Bioingeniería,265,Sí,No,Azul,42,L,Windows,04/18/2004,TRUE,,
,,,,,,,,,,,,,,,,,FALSE,,
2022-2,6.01,3,19,1.66,54,Cáncer,M,Bioingeniería,280,Si,No,Turquesa,42,L,Windows,07/19/2003,TRUE,,
,,,,,,,,,,,,,,,,,FALSE,,
,,,,,,,,,,,,,,,,,FALSE,,
2022-2,6.01,4,19,1.6,62,Libra,M,Ingeniería Electrónica,531,si,si,azul,39,L,Windows,10/18/2002,TRUE,,
2022-2,6.01,3,19,1.5,50,Capricornio,F,Ingenieria Química,447,no,no,verde,35.5,xs,Windows,12/23/2002,TRUE,,
,,,,,,,,,,,,,,,,,FALSE,,
2022-2,6.01,3,17,173,55,Virgo,M,Ingeniería Mecatrónica,240,Sí,Sí,Gris,42,M,Windows,09/06/2004,TRUE,,
2020-2,6.01,5,21,1.48,43,Leo,F,Ingenieria Industrial,530,no,no,rosa,35,xs,Windows,08/19/2001,TRUE,,
2022-2,6.01,6,18,1.64,58,Libra,F,Ingenieria Industrial,450,no,si,amarillo,37,S,Windows,09/25/2003,TRUE,,
2021-1,6.01,4,18,1.49,59,Geminis,F,Ciencias de la computación,344,si,no,morado,36,M,Windows,05/30/2004,TRUE,,
2022-2,6.01,3,20,1.52,50,Escorpio,F,Ingenieria Química,310,no,si,verde petróleo,35,S,Windows,11/07/2001,TRUE,,
2022-2,6.01,5,22,1.79,72,escorpio,M,Ing.industrial,590,no,si,Azul,43,L,Windows,12/11/2000,TRUE,,
2022-2,5.01,5,20,1.7,85,Tauro,M,Ingeniería Mecánica,,Si,Si,Negro,42,L,Windows,04/26/2002,FALSE,,
2022-2,3.01,3,19,1.68,62,cancer,F,ingeneria industrial,520,no,si,negro,38,M,Windows,02/07/2003,TRUE,,
2022-2,12.01,2,18,1.69,66,Tauro,M,Ingeniería Mecánica,249,Si,Si,Azul,42,M,Windows,07/05/2004,TRUE,,
2022-2,12.01,3,19,160,64,Capricornio,M,Ciencias de la computación,306,no,si,Verde agua,38.5,S/M,Windows,01/19/2003,TRUE,,
2022-2,12.01,3,19,160,63,Cancer,M,Ciencias de la computación,256,si,si,Verde,40.5,S/M,Windows,07/12/2003,TRUE,,
2022-2,12.01,3,18,159,68,Aries,F,Ciencias de la computación,265,si,si,Verde,39,M,Windows,05/04/2004,TRUE,,
2022-2,5.01,3,19,163,57,Cancer,F,Bioingeniería,430,no,si,Rojo,37,S,Windows,05/072003,TRUE,,
2022-2,9.01,3,18,1.7,55,Capricornio,M,Ingeniería Mecánica,210,sí,sí,Rojo,42,M,Windows,19/01/2004,TRUE,,
2022-2,3.01,2,21,,,,F,Ciencia de Datos,297,No,No,Rojo,37,S/M,Windows ,15/06/2001,TRUE,,
2022-2,16.01,3,20,1.6,55,Piscis,M,Ingenieria Mecatronica,,,,,,,,,FALSE,,
2022-2,8.01,3,19,1.52,58,Capricornio,F,Ingenieria Ambiental,241,No,no,Morado ,35,M,Windows,02/01/2003,TRUE,,
2022-2,8.01,4,21,1.63,64,Acuario,F,Ingeniería Química,360,No,No,Morado ,39,L,Windows,03/02/2021,TRUE,,
2022-2,15,3,19,1.65,58,sagitario,M,Ingenieria Mecátronica ,461,no,si,Gris,40,M,Windows,11/28/2002,TRUE,,
2022-2,5.01,4,18,190,-,Capricornio,M,Ingeniería Mecánica,274,Si,Si,Rojo,43,XL,Windows,01/20/2004,TRUE,,
2022-2,3.01,5,19,1.6,64,Escorpio,F,Ingeniería de la Energía,248,No,No,Rojo,38,M,Windows,10/29/2002,TRUE,,
2022-2,4.01,3,19,1.68,60,Acuario,M,Ingeniería Electrónica,339,Si,Si,Azul,40,M,Windows,01/23/2003,TRUE,,
2022-2,8.01,3,18,1.59,50,Libra,F,Ingenieria Industrial,379,No,Si,Amarillo,36,S,Windows,02/10/2003,TRUE,,
2022-2,11.01,3,20,172,70,Tauro,M,Ingeniería Mecánica,212,Sí,Sí,Verde,42,L,Windows,04/30/2002,TRUE,,
2022-2,8.01,4,18,1.6,49,Leo,F,Ingeniería quimica,360,No,No,Lila,37,S,Windows,08/16/2004,TRUE,,
2022-2,11.01,3,19,162,60,Aries,F,Bioingeniería,310,No,Si,Morado ,37,M,Windows,,FALSE,,
2022-2,5.01,3,20,178,65,Acuario,M,Ciencia de Datos,268,Si,Si,Rojo,42,M,Windows,01/30/2002,TRUE,,
2022-2,8.01,3,18,168,82,Tauro,M,Ingeniería Ambiental,420,Si,Si,Rojo,41,L,Windows,04/26/2004,TRUE,,
2022-2,5.01,3,18,187,100,Aries,M,Ingeniería Mecatrónica,243,Si,Si,Azul,44,XL,Windows,03/31/2004,TRUE,,
2022-2,8.01,4,20,169,86,Capricornio,M,Ingeniería Civil,236,Si,Si,Negro,43,L,Windows,01/06/2002,TRUE,,
2022-2,5.01,4,22,1.84,110,Capricornio,M,Ingenieria Industrial,,No,Si,Negro,45,XL,Windows,,TRUE,,
2022-2,5.01,4,17,1.66,65,Aries,M,Ciencias de la Computacion,1,Si,Si,Negro,8,M,Windows,,TRUE,,
2022-2,5.01,3,21,1.55,50,Sagitario,F,Ingeniería Industrial,254,No,Si,Rojo,37,S,Windows,11/26/2000,TRUE,,
2022-2,4.01,8,22,1.83,90,Virgo,M,Ingenieria industrial,242,Si,Si,Negro,45,L,Mac OS,09/01/1999,FALSE,,
2022-2,,2,18,1.78,54,geminis,M,Ingenieria industrial,180,si,no,Negro,45,L,Windows,02/06/2022,TRUE,,
2022-2,11.01,3,19,1.55,48,Aries,F,Ingenieria Industrial,,NO,SI,Azul,35,S,Windows,,FALSE,,
2022-2,9.01,3,19,158,55,Caprocornio,F,Ingenieria Ambiental,353,No,No,Rosado,36,M,Windows,01/18/2003,TRUE,,
2022-2,9.01,2,17,154,55,Escorpio,F,Ingeniería Mecánica,349,No,Sí,Negro,38,M,Windows,10/23/2004,TRUE,,
2022-2,9.01,3,21,172,84,Aries,M,Bioingeneria,252,Si,No,Verde,41,M,Windows,04/01/2001,TRUE,,
2022-2,9.01,2,17,181,78,Piscis,M,Ingeniería Industrial,316,Si,No,Celeste,44,M,Windows,02/26/2005,TRUE,,
2022-2,11.01,3,18,1.67,65,,,,,,,,,,,,FALSE,,
2022-2,11.01,4,18,1.67,63,Virgo,M,Ingeniería Civíl,178,No,Si,Negro,41,M,Windows,04/09/2003,TRUE,,
2022-2,9.01,3,20,1.5,48,Escorpio,F,Bioingenieria,412,No,Si,Negro,34,S,Windows,08/11/2001,TRUE,,
2022-2,4.01,3,18,1.51,51,Tauro,F,Bioingenieria,,,,,,,,,FALSE,,
2022-2,11.01,3,19,1.56,62,Sagitario,F,Ingeniería Ambiental,300,no,si,Negro,36,M,Windows,11/26/2002,TRUE,,
2022-2,9.01,6,19,1.71,65,Escorpio,M,Bioingenieria,201,No,Si,Azul ,42,M,Mac OS,11/14/2002,TRUE,,
2022-2,9.01,4,18,1.73,65,Escorpio,M,Ciencias de la Computacion,153,Si,Si,Rojo,43,M,Windows,10/28/2003,TRUE,,
2021-2,15.01,3,18,161,58,Geminis,F,Ciencias de la Computacion,219,si,no,Lila,39,M,Windows,04/06/2004,TRUE,,
2022-2,3.01,4,19,1.63,55,Acuario,F,Ingeniería Ambiental,342,No,No,Negro,37,M,Windows,07/02/2003,TRUE,,
2022-2,5.01,4,20,1.69,68,Piscis,F,Ingeniería Civil,,No,No,Celeste,39,L,Windows,03/03/2022,TRUE,,
2022-2,15.01,5,19,176,87,Aries,M,Ingeniería Química,145,Sí,Sí,Verde,45,L,Windows,09/04/2003,TRUE,,
,3.01,3,18,154,53,Libra,F,Ingeniería Industrial,241,No,Sí,Azul ,37,S,Windows,10/15/2003,FALSE,,
2022-2,9.01,4,18,154,50,Escorpio,F,Ingeniería Ambiental,260,Sí,No,Amarillo,37,S,Mac OS,02/11/2003,TRUE,,
2022-2,3.01,4,20,178,81,Tauro,M,Ingenieria Mecatronica,300,Si,Si,Negro,42,L,Windows,04/21/2002,TRUE,,
2022-2,3.01,4,19,161,,Geminis,F,Ingenieria Industrial,212,si,si,Negro,,,Windows,06/06/2003,TRUE,,
2022-2,9.01,6,19,170,75,Piscis,M,Ingeniería Industrial,377,Sí,Sí,Negro,43,M,Windows,03/19/2003,TRUE,,
2022-2,3.01,4,19,165,55,Acuario,M,Ingeniería Civil,,Si,Si,Azul,40,S,Windows,02/16/2003,FALSE,,
2022-2,3.01,4,19,168,65,virgo,M,ingenieria civil,,No,Si,Rojo,40,M,Windows,02/09/2021,TRUE,,
2022-2,3.01,3,18,174,85,Tauro,M,Ingeniería Mecatrónica,250,Sí,Sí,Negro,42.5,L,Windows,07/05/2004,TRUE,,
2022-2,3.01,4,19,175,70,Tauro ,M,Ingenieria Civil,,Si,Si,Azul,,XL,Windows,10/05/2003,FALSE,,
2022-2,9.01,3,20,1.67,55,Capricornio,,Ingerniería Industrial,337,No,No,Negro,37,M,Windows,01/15/2002,TRUE,,
2022-2,13.01,3,19,160,58,Sagitario,F,Ingenieria Civil,,Sí,No,Negro,36.5,S,Windows,11/27/2002,TRUE,,
2022-2,13.01,7,29,1.8,81,Acuario,m,Ingeniería Ambiental,133,no,si,azul,42,L,Windows,01/27/1993,TRUE,,
2022-2,13.01,7,21,1.75,75,Sagitario,M,Ingeniería Civil,337,Sí,Sí,Azul,43,L,Windows,07/12/2000,TRUE,,
2022-2,13.01,3,17,1.55,50,Virgo,F,Ingeniería Ambiental,250,No,Sí,Purpura,36,S,Windows,08/31/2022,TRUE,,
2022-2,13.01,3,19,160,59,Leo,F,Ingeniería Ambiental,330,No,Sí,Azul,37,S,Windows,08/17/2003,TRUE,,
,9,3,26,1.71,79,geminis,M,Ciencia de la computación ,179,Sí,Sí,Rojo,42,M,Windows,03/06/1996,TRUE,,
2022-2,13.01,2,16,1.53,50,Libra,F,Ingeniería Industrial,395,No,Sí,Morado,36,S,Windows,02/10/2005,TRUE,,
2022-2,9.1,4,19,1.6,54,geminis,M,Ingeniería Civil,316,NO,NO,Verde,39,S,Windows,05/26/2003,TRUE,,
2022-2,9.01,3,20,1.78,60,sagitario,M,Ingenieria Industrial,205.4,Sí,NO,Verde,42,L,Windows,12/12/2001,TRUE,,
2022-2,9.01,3,20,1.56,54,Aries,F,Ingeniería Industrial,256,Sí,No,Negro,38,M,Windows,12/04/2002,TRUE,,
2022.2,9.01,3,19,173,68,Cáncer,M,Ingeniería Industrial,232,Sí,Sí,Blanco,41,M,Windows,05/07/2003,TRUE,,
2022-2,11.01,3,19,163,74,Cancer,F,Ingeniería Ambiental,383.8,NO,SI,Azul,38,M,Windows,04/07/2003,TRUE,,
2022-2,5.01,3,18,169,70,Tauro,M,Ingeniería Mecatrónica,296.4,Sí,No,Cafe,42,L,Windows,04/05/2004,TRUE,,
2022-2,13.01,6,23,1.77,63,Leo,M,Ingenieria de la Energia,241,Sí,No,Negro,41,M,Windows,08/08/1999,TRUE,,
2022-2,16.01,3,19,1.8,72,Virgo,M,Ingenieria Civil,308,Sí,Sí,Rojo,41,L,Windows,08/31/2002,TRUE,,
2022-2,12.01,3,21,160,80,Virgo,M,Bioingenieria,386,Sí,No,Azul,41,M,Windows,08/26/2000,TRUE,,
2022-2,9.01,3,17,162,55,Leo,F,Ingnieria Industrial,467,No,No,Rosado,37,S,Windows,08/08/2000,TRUE,,
2022-2,3.01,3,18,154,56,Sagitario,F,Ingenieria Mecatrónica,250,Si,Si,Morado,37,S,Windows,12/20/2003,TRUE,,
2022-2,14.01,8,22,1.63,20,Piscis,F,Ingeniería Electrónica,337,Sí,No,Morado,37,S,Windows,06/03/2000,TRUE,,
2022-2,3.01,4,22,1.58,65,Virgo,F,Ingenieria Industrial,320,no,si,Negro,37,M,Windows,09/17/1999,TRUE,,
2022-2,12.01,3,19,170,65,Escorpio,M,Ingenieria Civil,,no,no,Azul,42,M,Windows,10/24/2002,TRUE,,
2022-2,11.01,3,18,1.55,53,Leo,F,Ingeniería Química,416,No,No,Amarillo,36,S,Windows,09/08/2004,TRUE,,
2022-2,11.01,3,19,1.7,71,Cancer,M,Ingenieria Mecatrónica,400,si,no,verde,42,L,Windows,06/22/2003,TRUE,,
2022-2,9.01,4,18,168,69,Acuario,M,Ingeniería Mecánica,282,si,si,anaranjado,40,M,Mac OS,01/31/2004,TRUE,,
2022-2,9.01,6,20,1.7,75,Leo,M,Ingenieria Civil,330.5,si,no,Azul,42,L,Windows,08/09/2002,TRUE,,
2022-2,9.01,6,20,1.84,80,Aries,M,Ingenieria Electronica,220,si,si,azul,44,L,Windows,10/04/2002,TRUE,,
2022-2,9.01,3,21,156,50,geminis,F,Ingenieria Industrial,330,no,no,blanco,36,S,Windows,05/27/2001,TRUE,,
2022-2,9.01,3,20,170,78,Capricornio,M,Ingenieria Mecánica,260,Si,Si,Azul,44,L,Mac OS,12/30/2001,TRUE,,
2022-1,9.01,3,18,173,66,Virgo,M,Ingenieria Industrial,224,si,si,azul,42,mM,Windows,09/03/2003,TRUE,,
2022-2,12.01,6,21,158,62,Sagitario,f,Bioingenieria,249,si,si,Rojo,35,m,Mac OS,11/28/2000,TRUE,,
2022-2,12.01,4,18,160,54,Capricornio,F,Bioingeniería,160,no,no,Amarillo,36,S,Windows,01/17/2004,TRUE,,
