"Bodega","Distrito","Aforo","Productos","Ventas1","Ventas2","Ventas3","Ventas4"
"inhumación agauchado","Independencia",5,81,1678.82,1330.81,1464.69,1793.84
"bacaladilla discoteca","San Martin de Porres",2,32,1542.24,1124.33,1595.04,1666.66
"quibdoano robusticidad","Independencia",10,144,1438.68,1453.25,1744.98,1304.6
"retrospectivo embestida","Comas",8,133,1366.84,1557.96,1088.45,1103.11
"herbívoro embaulado","San Martin de Porres",3,37,1271.41,1250.06,1235.56,1223.11
"estafisagria neonazismo","Comas",7,99,1709.92,1934.53,2197.19,1949.38
"sovietización audiencia","San Martin de Porres",12,187,3064.68,3178.41,2556.2,2729.12
"atracador reabsorber","Comas",2,44,4360.17,4823.13,4725.84,4016.74
"dicotiledóneo herropea","Independencia",7,107,1683.75,1799.49,1855.97,2371.7
"inextensible internodio","San Juan de Miraflores",3,42,1714.33,1930.23,1998.75,1971.44
"vuelillo nacianceno","Surquillo",8,120,2255.04,2309.69,2119.35,2102.15
"reaventar atlético","San Martin de Porres",8,105,1036.58,1201.39,1043.53,786.94
"trapitos entarugar","Rimac",4,58,2015.98,1699.31,1980.99,1876.5
"palometa inaugurar","Ate",9,115,3116.91,4169.29,4030.77,3784.92
"compatrono desconchado","San Juan de Lurigancho",3,47,2612.17,2093.02,2519.11,2573.22
"exorable encubridizo","San Juan de Lurigancho",4,67,3931.1,3080.82,4077.37,4026.7
"senderista antiespumante","Ate",2,25,2221.46,2358.34,2022.61,1989.28
"concertador alunizaje","Ate",3,52,1522.72,1400.43,1337.7,1757.86
"motocicleta suavizante","Villa María del Triunfo",3,30,1292.96,1660.58,1438.3,1306.02
"ebriedad costumbre","Ate",13,195,1483.04,1471.67,1664.1,1461.18
"prolijamente demógrafo","La Victoria",11,147,2064.58,2141.77,1923.86,2381.7
"prosador aromatizante","San Juan de Lurigancho",10,152,3204.82,3363.97,3137.59,3511.73
"gigánticamente colutorio","Comas",2,29,2723.37,2975.37,2846.05,3566.2
"loretano enaceitar","Puente Piedra",7,115,2992.35,2684.38,2733.77,2869.75
"infantino sonámbulo","San Isidro",7,116,4022.15,3307.61,3629.52,3609.98
"tromboflebitis inméritamente","Villa María del Triunfo",8,112,1481.28,1971.62,1826.66,1412.21
"aeroespacial patanería","San Juan de Lurigancho",3,37,1108.06,796.07,1170.95,1241.62
"vomitorio lánguidamente","El Agustino",6,104,2005.7,1902.51,1633.64,1849.71
"vestidura españolear","Puente Piedra",3,50,2154.27,2314.6,2175.16,2213.69
"alboguear sasacayan","Rimac",7,103,1279.45,953.15,1154.71,993.78
"renitencia devolución","Independencia",7,96,1829.75,1640.46,1389.09,1667.34
"pantalla pleuritis","San Juan de Lurigancho",13,222,3918.99,4090.14,3710.38,3943.53
"socarrar autárquico","Breña",8,128,2360.34,1924.04,1435.6,1949.69
"cumpleaños lastimosamente","El Agustino",2,27,1461.77,1865.77,1935.53,1475.33
"bactericida apabullante","Comas",10,148,3137.2,2717.2,3117.61,2918.51
"aperturista negregar","Puente Piedra",5,85,2505.15,2277.26,2352.66,2254.37
"promulgación compadrazgo","La Molina",3,55,3881.99,3978.64,4147.14,4065.08
"abogamiento temprano","San Juan de Lurigancho",8,98,1641.65,1568.24,1682.25,1889.9
"piogenia hidrósfera","San Juan de Miraflores",2,27,2735.47,2323.69,2632.07,2745.52
"amelonado porcentaje","Villa María del Triunfo",4,61,2591.04,2342.77,2868,2213.55
"orangista colecticio","San Juan de Lurigancho",7,118,4124.12,3118.84,3036.17,4013.67
"instrumental esperriar","Comas",6,85,1298.62,977.69,1155.95,1150.31
"discernimiento pleitista","San Juan de Miraflores",9,133,4467.78,4729.42,4945.89,4465.41
"sobrenaturalmente solipsismo","Independencia",12,201,1134.95,1249.03,1353.24,1389
"engargolado juglaría","San Miguel",6,101,3723.88,3805.07,3657.19,3281.98
"tranzadera saludador","San Juan de Miraflores",4,68,1454.48,1537.48,1605.31,1641.19
"lotificadora escribidor","Los Olivos",4,48,2421.01,2222.2,2338.55,2082.84
"partisano olimpeño","Comas",2,32,1529.58,1376.25,1433.68,1316.7
"canonicato astronave","Rimac",12,186,1884.96,1978.53,2005.3,2325.81
"introito fajamiento","San Borja",2,28,2868.37,3116.63,2648.58,3072.9
"varioloide comprehensor","San Juan de Lurigancho",10,158,2460.89,1953.61,2296.09,2574
"descabalamiento villanchón","Jesús María",2,28,2240.82,2886.58,2160.63,1837.64
"secretista gustillo","San Martin de Porres",2,36,1983.1,2076.29,2160.27,1609.13
"estereometría sifilografía","Ate",9,159,1837.99,2281.78,2243.05,2172.2
"entusiástico portación","San Martin de Porres",2,26,3168.83,3319.48,2645.92,2823.19
"hawaiano prevaleciente","Comas",7,114,2498.03,2535.67,1807.72,2267.6
"pichanguear carincho","Santiago de Surco",3,52,3225.82,2905.77,3183.52,2252.84
"deshacedor registral","Comas",2,41,1168.46,1823.39,1531.97,1626.22
"despinces respingo","San Juan de Lurigancho",10,149,2216.3,2268.86,2184.36,2080.22
"sebastiano escritilla","La Molina",2,31,4596.51,4201.99,4168.98,5152.11
"obedientemente balicero","Chorrillos",2,24,1915.81,1974.96,2056.89,1709.51
"abarredera unívocamente","San Juan de Lurigancho",2,34,1880.06,1710.98,2340.94,1829.83
"indoantillano esnifada","Chorrillos",9,147,2110.83,1852.18,2305.56,1657.8
"contradriza cortamiento","Los Olivos",3,43,1986.01,2265.39,2150.01,1823.78
"heptágono persecutor","Ate",11,161,4297.57,4433.28,4123.01,3786.93
"seductor improcedente","San Juan de Lurigancho",3,39,2075.78,2526.46,2439.97,2861.09
"evanescente popayanejo","San Juan de Lurigancho",3,46,1460.03,1642.84,1403.11,1634.17
"heladería legionelosis","San Juan de Lurigancho",2,41,2404.36,2116.54,1625.69,2248.8
"incruento longadura","Villa María del Triunfo",2,37,2491.34,3034.84,2729.22,2153.44
"transmisión cinoglosa","Santiago de Surco",2,26,2182.81,2179.79,2220.93,1678.46
"fulgoroso condrográfico","Ate",3,41,1879.93,1809.62,1503.01,1269.54
"anochecido deliberativo","San Luis",2,22,2100.2,1520.44,1774.24,1993.56
"retórica subrayar","Chorrillos",2,23,3059.53,3023.53,2733.89,1914.55
"evanescencia moharrache","Ate",2,41,1691.66,1366.18,1216.21,1319.8
"mostrable guaranga","Independencia",13,171,4398.57,3471.33,3073.14,3102.07
"chiflado conmensurable","San Juan de Lurigancho",4,67,5828.59,4673.69,4886.27,4809.77
"plenamar alumnado","Comas",13,208,1440.7,1621.28,1748.95,1687.64
"vitícola envilecer","San Martin de Porres",13,184,4403.1,5169.05,5540.7,4836.81
"escopetazo pedúnculo","San Borja",3,48,4022.66,3534.42,3283.53,3681.53
"amillarar lechecillas","Comas",9,126,1882.69,2131.76,2179.9,2178.79
"verticalidad indochino","Santa Rosa",6,86,1551.62,1513.01,1231.57,1593.97
"veramente garbancero","San Juan de Lurigancho",6,87,2159.54,1685.35,1714.04,1744.55
"atentado regeneracionista","San Juan de Lurigancho",3,57,1811.78,1810.24,2360.13,1716.79
"paroniquiáceo abribonado","Ate",2,37,1221.81,1224.87,967.76,891.6
"jicarero gaznápiro","Ate",4,59,1842.69,1578.69,1266.2,1432.57
"callejero nogueral","Los Olivos",13,202,2094.22,2326.01,1479.23,2377.69
"consecuentemente hacedero","Santa Anita",3,45,3737.02,2989.97,3212.02,2976.51
"horitita tinajería","Santa Anita",3,49,2524.89,2450.67,2661.98,2467.2
"averiguar ronronear","Santiago de Surco",13,195,2716.13,2653.34,2379.25,2085.23
"postilación sulfonete","San Juan de Miraflores",3,45,3597.39,3681.33,3460.36,3864.32
"desconvenible herbívoro","San Juan de Lurigancho",10,165,2561.85,2439.01,2544.53,2055.79
"silvícola agrandado","San Martin de Porres",9,132,3515.78,2911.65,2446.26,3246.48
"balonmanístico internamiento","Comas",5,76,3190.31,2500.87,3282.17,3346.18
"emprestillón blastodermo","San Martin de Porres",5,73,1754.48,1660.23,1451.18,1367.63
"enigmáticamente compendizar","Puente Piedra",2,27,1773.91,1077.9,1225.58,1169.29
"manglero giraldilla","San Martin de Porres",4,57,1473,1314.97,1386.25,1373.79
"avitelado denostadamente","Santa Anita",3,55,1376.89,1013.29,1028,1047.76
"inmoderación invirtuosamente","Puente Piedra",5,89,2076.42,1938.42,1867.13,2584.04
"alejandrita épicamente","Independencia",9,135,2472.72,2836.73,2790.63,2972.79
"encolador espolear","San Juan de Lurigancho",4,52,1888.7,1989.88,2127.75,1758.47
"insubstancialidad jalisciense","Villa María del Triunfo",2,39,2251.66,2525.98,2622.08,2416.39
"presbiterato intocable","Santa Anita",2,29,4888.73,5417.71,5138.07,4587.67
"tutiplén comistión","Comas",2,25,1522.7,2554,2196.31,2174.58
"poncidre podiatra","San Martin de Porres",13,212,2348.58,2534.2,3231.45,2930.18
"mazaneta desgastador","Ate",3,43,1614.33,2145.62,1436.77,1434.7
"peccata minuta exterminador","San Martin de Porres",4,71,4305.49,3240.16,3197.49,4254.53
"prehomínido sorteador","San Martin de Porres",5,58,4465.3,3831.11,4315.15,3978.74
"aurragado significar","San Juan de Lurigancho",9,142,4611.8,4693.04,4221.79,4110.26
"predicamento trascripto","Santa Anita",8,122,1452.77,1335.92,1204.6,1400.78
"celescopio zaragatear","Los Olivos",3,45,1897.08,1534.47,2095.01,1843.62
"desentropezar corajudo","Santiago de Surco",4,41,2054.13,1953.88,2337.35,1773.08
"padrinaje manteado","San Martin de Porres",4,49,1021.31,818.18,1128.71,1041.74
"alumbrado invidiar","Miraflores",13,205,3935.4,3369.06,3495.33,3230.46
"insurgencia pelliquero","Santiago de Surco",5,82,1578.85,1634.43,1686.06,2136.73
"abrillantar morabuto","Ate",2,35,2656.33,2546.76,2044.3,2338.44
"perdurablemente transcrito","Ate",13,188,3610.86,3542.45,3358.77,3616.93
"melodrama acotillo","La Molina",2,41,2059.02,2458.19,1713.89,2136.55
"superfosfato numérico","Comas",3,57,2581.2,3475.6,3558.93,3218.22
"paralítico pichiriche","San Juan de Lurigancho",5,69,3371.64,3073.74,3166.38,2983.62
"hospitalización cromotipografía","Jesús María",13,184,1098.07,1165.19,1184.67,841.76
"insuperable repostería","Ate",6,93,2167.57,2357.49,2328.57,2657.11
"rencontrar menorista","San Juan de Miraflores",2,28,2425.13,1760.28,2168.73,1785.95
"académicamente policíaco","San Martin de Porres",9,133,3125.98,3857.6,4246.04,3264.33
"tobosesco desbrozo","Puente Piedra",2,40,4347.01,3491.31,3965.63,3773.78
"cromolitógrafo diptografía","San Juan de Lurigancho",6,92,4394.21,4918.25,4952.01,4534.75
"rebisabuelo garguero","San Martin de Porres",5,95,5253.75,5171.53,4738.88,4537.42
"milimétrico culterano","San Juan de Lurigancho",6,94,4054.97,4150.89,3790.74,4041.58
"sobrepelliz excretar","San Juan de Miraflores",2,34,1044.09,1070.64,940.53,1066.29
"bipartidista tortilla","Jesús María",3,48,1354.43,934.33,1007.26,959.3
"septuagésimo chocolatada","Lince",12,179,1472.56,1175.19,1506.08,1255.62
"circonio sociabilización","Villa María del Triunfo",13,203,1084.21,1533.3,1165.11,1267.44
"contraejemplo categorema","San Juan de Miraflores",8,119,5177.63,4437.52,4217.78,4358.5
"glaciólogo vocacional","Ate",6,106,2448.58,2530.39,2889.94,2710.44
"volandas fierrazo","Miraflores",4,56,2115.77,3200.97,2522.45,2791.52
"desempalmar confucionista","La Molina",2,31,1827.5,2281.74,2170.83,2323.04
"palangrismo galanura","Comas",13,176,3080.69,2623.85,2891.82,2963.77
"emmental acapaneca","Comas",9,136,2643.23,2832.61,2665.49,2422.47
"aceitero higrometría","Surquillo",9,138,4099.97,4631.11,4284.1,4586.83
"descortezar abrotoñar","San Juan de Lurigancho",4,64,1251.37,801.76,1085.3,1153.26
"tricahue tamarrusquito","San Isidro",5,72,5633.48,5525.16,6023.26,5784.06
"comprensivo tetramotor","San Juan de Miraflores",13,172,2857.57,3097.88,3301.1,2862.23
"exclamativo descapitalización","San Martin de Porres",4,67,2164.02,2412.36,1919.23,2005.91
"neumología defallecimiento","Santa Anita",8,130,1589.82,2216.63,1683.21,1662.73
"platinotipia alcantarilla","Ate",2,26,1566.72,1599.33,1578.64,1415.41
"morfofonología naranjado","Chorrillos",6,90,2782.37,2810.65,2253.28,2873.61
"sinólogo inestancable","Rimac",3,39,4791.73,4706.29,5111.93,4827.07
"primilla engalgar","La Victoria",4,50,4478.19,4084.76,4522.14,5083.62
"aterrada calaminta","Comas",8,126,1977.6,2270.25,1643.9,1793.28
"retardativo montuoso","Puente Piedra",4,60,3144.64,3387.93,2628.51,2565.74
"guardalmacén charañeño","San Juan de Lurigancho",3,39,5051.23,4690.56,5210.65,4464.83
"soletear cuadrivio","Ate",3,46,5107.13,6093.68,5713.25,5388.85
"abrojillo calefactor","Ate",9,153,4894.15,4228.44,5655.61,4520.35
"costelación enérgico","Puente Piedra",6,106,1704.07,1537.48,1433.46,1197.49
"enfurción multiculturalismo","San Martin de Porres",2,33,1278.48,1156.78,1476.4,912.91
"maldecidor encasillamiento","San Juan de Lurigancho",9,138,1706.55,1594.17,1850.2,1504.95
"calahorrano contrabarrera","Ate",5,73,2064.14,1797.62,2013.97,2393.51
"revelador lodiento","San Juan de Lurigancho",10,143,3492.63,4008.04,3855.04,3403.57
"marrillo narcisismo","Chorrillos",5,99,5678.55,5374.77,5368.44,5127.1
"pollinarmente retiradamente","Independencia",3,43,2243.07,2735.6,2263.16,2215.11
"irreligiosidad rumoroso","San Martin de Porres",6,82,3464.26,2686.03,3074.4,3352.69
"pescadería onocrótalo","Ate",3,42,2679.03,2594.19,2509.4,2790.21
"melonero apoteótico","Comas",8,115,1544.46,2061.56,2078.92,1751.4
"morcella derivativo","San Juan de Lurigancho",3,45,1889.8,2091.54,2485.07,1984.44
"armadilla camagüira","San Juan de Miraflores",9,147,2365.43,1868.37,2418.06,2469.48
"sobresalir atravesador","Ate",2,33,1275.8,1395.62,1580.36,1308.15
"vesperal gimnasio","San Juan de Lurigancho",13,208,1647.7,2493.82,1883.3,1868.08
"satanizar magañoso","El Agustino",3,39,1800.49,1948.2,1715.66,1959.3
"productivo guachapelí","El Agustino",13,193,1955.56,1914.68,2050.41,2060.31
"trisílabo adoptación","Santa Rosa",10,141,3058.39,3616.72,3363.55,4350.97
"arrendadero hecatombe","Comas",2,29,3187.1,3550.09,3269.76,2688.53
"sanitario indecoro","San Juan de Lurigancho",4,58,3114.48,2904.85,2892.44,2836.79
"purriela chapaleteo","Santiago de Surco",3,48,1976.36,1527.42,1507.1,1712.34
"equinodermo cuerdamente","Lince",2,23,997.17,1010.15,1106.12,1307.89
"navajonazo contradictor","Villa María del Triunfo",6,85,1110.29,1096.55,820.69,943.46
"embovedado paparrabias","Ate",6,85,3128.81,3821.11,4458.14,3391.15
"huailino limitáneo","Villa María del Triunfo",4,64,889.29,822.5,1087.5,1128.34
"garnucho angélico","Chorrillos",5,82,3687.22,3471.13,4160.19,4115.57
"cohombrillo enemigamente","Chorrillos",5,94,2863.69,2361.37,3404.6,2689.03
"anotomía belcantista","Santiago de Surco",2,34,2754.98,2745.59,3061.09,2576.91
"comprimario adoratorio","Santiago de Surco",6,96,2439.58,2315.68,1971.14,2037.71
"guaripola aherrojar","Santiago de Surco",5,69,3957.15,3254.6,3091.91,4025.55
"hermosear corredor","Puente Piedra",8,104,2536.96,2405.43,3043.33,2630.77
"extradición milenarista","Rimac",3,41,936.63,1460.02,1234.06,1052.02
"indiciador fraccionable","Los Olivos",4,59,3735.88,4256.8,4233.25,4195.72
"redondilla desterminar","Santiago de Surco",7,107,1491.69,1369.72,1301.52,1707.62
"escabrosidad conjuración","Villa María del Triunfo",3,47,6015.56,5332.2,4498.29,5426.86
"incitante defendedero","Magdalena del Mar",2,25,814.28,902.17,786.54,938.17
"guadrapear anticoncepcionismo","San Juan de Lurigancho",5,76,1103.94,1074.37,1746.3,1253.01
"rogatorio bisutero","San Martin de Porres",5,70,1662.52,1873.75,1558.02,1546.74
"achiguarse pitahaya","Rimac",5,68,1204.16,1597.89,1336.23,1195.49
"disposición episteme","San Juan de Miraflores",2,37,3579.3,3667.52,3441.78,3674.12
"ahorcable espéculo","Chorrillos",2,23,2280.38,2154.96,3282.46,2197.75
"salitrera papelacero","San Borja",5,55,4103.04,4850.5,4117.13,4611.42
"diagnosticable machista","Ate",11,141,3310.2,3632.99,2467.04,3047.89
"indagatorio colegiatura","Rimac",8,134,2234.92,2052.5,2057.17,2165.62
"fervorar deslegalizar","San Juan de Miraflores",6,92,2827.74,2596.04,2530.84,2819.6
"expendición forniguero","Los Olivos",2,27,3051.14,2640.12,2759.46,2699.95
"almaciguero chupaquino","Comas",13,196,4063.38,3521.7,3891.02,4133.79
"brasmología inherencia","Ate",2,28,2839.29,2337.26,2412.53,2244.28
"mayorear implaticable","Santa Anita",4,57,1956.48,1668.38,1980.5,2147.7
"hidrosfera descoagulante","Ate",13,192,2380.56,2688.67,2745.97,2779.51
"escombra arragocés","Villa María del Triunfo",10,126,3473.98,3678.95,4452.84,4223.98
"asobinarse nascimiento","San Martin de Porres",10,131,918.29,1203.84,1378.3,837.34
"empiparse desenhadar","Chorrillos",2,30,3900.5,3158.84,3663.56,3459.94
"periódico reestrenar","Santa Anita",2,37,2617.93,1958.03,2146.78,2330.14
"cortocircuito decatloniano","San Miguel",3,49,2574.99,2292.48,2755.55,2279.08
"azoguero voluntarista","Jesús María",12,173,2947.52,2674.11,2934.48,2933.87
"atalayar heterotrófico","Puente Piedra",8,130,1444.64,1528.42,1472.31,1298.16
"protector pluralia tántum","Villa María del Triunfo",9,149,5686.37,4603.31,5106.54,4916.48
"aurresku palotada","San Juan de Miraflores",2,30,916.78,1042.58,806.91,1045.94
"carbonizar comadrón","San Martin de Porres",13,201,1014.12,1017.2,942.48,1641.12
"paranomasia concordia","Los Olivos",13,192,3852.44,3638.2,4382.98,4412.73
"fitocromático autocarril","Villa María del Triunfo",3,43,2891.45,3128.66,2865.7,4199.35
"chupaderitos destusar","Villa María del Triunfo",3,45,1534.46,1522.12,1561.59,1613.34
"paranaense arsenalero","Comas",12,182,1834.36,1961.95,2196.17,1918.38
"encarnizar bienhaciente","San Martin de Porres",12,172,1705.92,1496.37,1129.53,2032.36
"platanazo estilizar","Villa María del Triunfo",11,157,2788.52,2822.77,2598.3,2484.91
"amorecer atlantidense","San Juan de Lurigancho",8,136,1323.88,1012.65,1314,1263.93
"nerviosidad cesamiento","Villa María del Triunfo",2,22,3684.33,3146.57,2609.22,3500.48
"ritornelo acarrazarse","San Juan de Lurigancho",3,47,1297.47,1114.81,1227.3,1631.04
"canonical lavacaras","San Juan de Lurigancho",2,32,3181,2478.78,3239.92,2478.39
"malanocharse ideología","Los Olivos",8,114,4217.79,4464.42,3852.57,3776.86
"crescendo medianejo","La Victoria",4,60,5463.33,4950.45,4981.68,5093.68
"tarificador mansamente","Comas",13,186,1073.47,1649.31,1466.51,1244.95
"desambiguar desvelizar","Villa María del Triunfo",4,65,3463.38,2733.13,3043.64,3539.9
"campanólogo chinchorrería","San Juan de Miraflores",4,59,1667.48,1831.42,1813.4,1308.45
"sulfatación monotelita","Santiago de Surco",11,170,3596.2,3202.37,3013.33,3243.72
"malencónico compendizar","Comas",2,20,3218.5,3569.38,3659.92,3713.47
"portamira relumbroso","San Borja",13,192,2762.02,2613.16,2437.54,2348.52
"solombría monimiáceo","Lince",2,28,4438.14,5155.27,3942.99,4347.2
"ineficiente cultivar","Rimac",5,77,2482.89,3352.06,2929.72,2881.11
"pasamanería juglaresa","Comas",5,73,1571.88,1538.33,2206.77,2505.93
"cerradizo traspecho","Puente Piedra",7,102,4132.71,3586.19,4142.38,3519.21
"carantón autotrófico","San Martin de Porres",13,213,1275.19,1196.73,1000.54,1237.69
"reutilización gabachada","Ate",9,138,1671.73,1732.04,1914.08,1886.21
"lentiscina sabiondo","Comas",4,63,2138.5,1923.46,1998.78,2155.37
"prescindencia afanador","San Juan de Lurigancho",5,74,2142.16,1647.4,1815.39,1933.35
"caquetío portadilla","Ate",2,31,5264.43,4722.32,4727.65,4903.41
"continencia narrador","San Juan de Miraflores",6,97,3533.42,3555.09,3256.9,3454.84
"acantáceo farabusteador","San Juan de Lurigancho",2,40,2520.22,1936.2,2361.33,2901.98
"enranciar geriatra","Santiago de Surco",8,145,2835.14,3157.95,2317.12,3300.46
"cualesquier desconveniblemente","Ate",9,141,1890.96,2008.16,2434.99,2437.15
"sacatinta chubasco","Villa María del Triunfo",13,212,2018.12,1270.7,1542.72,2072.19
"amotinador figurante","La Victoria",13,200,4054.5,3892.81,3672.78,4510.92
